site,Col_Company,Col_Recruit,Col_detail,Col_url
Saramin,(주)라이브케어,[데이터분석가] 가축 생체데이터 분석 및 AI 개발 전,서울 신입 학력무관 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=49979481&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,쿠팡(주),[쿠팡로지스틱스서비스] 물류결함데이터분석담당자 (신입가능),서울 경력3년↑ 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50090658&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)지바이크,[공유모빌리티 No.1 지쿠] 전략마케팅팀데이터분석전문가 모집,서울 경력3년↑ 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=49890333&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,넛지헬스케어(주),[넛지헬스케어]데이터분석가 - 석사/박사,서울 경력무관 석사↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50202924&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,넛지헬스케어(주),[넛지헬스케어]데이터분석담당 산업기능요원 (병역특례),서울 경력무관 학력무관 산업기능요원·현역,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50202943&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)전북은행,데이터분석가 경력직 모집,전북 경력10년↑ 대졸↑ 계약직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50320168&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,한패스(주),[한패스(주)/데이터분석팀] Google Analytics데이터분석가,서울 경력 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50187612&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,닐슨아이큐서비스코리아(유),[데이터분석] Global Strategic Account Management팀,서울 경력무관 대졸↑ 계약직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=49965174&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,콘센트릭스서비스코리아(유),[Catalyst] GA/AA데이터분석,서울 경력 1~11년 학력무관 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50073613&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,한국정보기술(주),[한국정보기술(주)] 수도권본부-교통센터데이터분석인력 채용,경기 경력무관 학력무관 계약직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50139522&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)메디젠휴먼케어,메디젠휴먼케어데이터분석담당 경력직 채용,서울 경력3년↑ 석사↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50209112&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,㈜이씨마이너,연구소 빅데이터분석/AI솔루션개발자/ Visual C++ 개발자 모집,"서울 경력무관 대졸↑ 정규직 3,500 만원",https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50293575&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)씨티아이랩,"데이터분석:AI 모델 개발자(신입 및 경력 3년이상, 영어능통자)",경기 신입·경력 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=49863955&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)케이아이오티,이미지데이터분석& 데이터셋 구축(경력무관),대구 경력무관 초대졸↑ 정규직·계약직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50196781&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)한국신용데이터,[데이터분석팀] Data Analyst,서울 경력 3~7년 학력무관 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50226176&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)싸이트플래닝건축사사무소,"도시공학&데이터분석공고 모집  (정규직, 경력직)",부산 경력3년↑ 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50263018&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)메디플렉서스,헬스케어데이터분석솔루션 영업직채용,서울 경력1년↑ 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50197739&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,HR컨설팅(주),유통대기업데이터분석가 책임 8-12년,서울 경력 4~20년 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50334981&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)스카우트파트너스,온라인 CRM마케팅 (자동화.데이터분석.SQL) 대기업,서울 경력 4~10년 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50311895&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,유카시스템(주),[데이터분석] 운전자 운전성향분석 빅데이터 관리 및 분,경기 경력2년↑ 초대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=49997465&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,아일리스프런티어(주),연구분석실 인공지능팀 (자연어처리/빅데이터분석) 채용,서울 경력 1~3년 학력무관 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50139936&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)유니코써치,[유명 플랫폼기업]데이터분석팀 Data Analyst,서울 경력 5~11년 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50364752&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,(주)아이트럭,IMC마케팅팀장(퍼포먼스마케터 및데이터분석가),서울 경력 7~12년 대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=49844892&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,주식회사 세계입찰,데이터분석가 경력(5~7년) 채용,경기 경력 5~7년 초대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50304644&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
Saramin,주식회사 세계입찰,데이터분석가 경력(8~10년) 채용,경기 경력 8~10년 초대졸↑ 정규직,https://www.saramin.co.kr//zf_user/jobs/relay/view?view_type=search&rec_idx=50304650&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=recently&paid_fl=n&search_uuid=0aaf6130-3b36-4053-bf3e-ce066c4b0df4
